,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Epoch
0,-182480418.9310094,0.12754875889166872,-3124118161.408,0.1416015625,1
1,-20032515911671.81,0.12754875889166872,-175992088528158.72,0.138671875,2
2,-1.706664008518118e+16,0.1276595744680851,-8.933439644191058e+16,0.14453125,3
3,-1.6665573004936845e+18,0.1276595744680851,-6.123813661743073e+18,0.14453125,4
4,-4.762663039842681e+19,0.12788120562091787,-1.4038681725919266e+20,0.138671875,5
5,-6.979620886600328e+20,0.1276595744680851,-1.677231686177378e+21,0.1416015625,6
6,-5.639527204107427e+21,0.1276595744680851,-1.0925166971830032e+22,0.14453125,7
7,-2.6370860458316424e+22,0.12732712765957446,-4.27718012207797e+22,0.1474609375,8
8,-8.669637512321536e+22,0.1274379432756216,-1.2945647706101747e+23,0.1416015625,9
9,-2.191106815757121e+23,0.12788120562091787,-2.840615157539888e+23,0.14453125,10
10,-4.197199694454748e+23,0.1274379432756216,-4.9285129086990614e+23,0.150390625,11
11,-6.560805836940683e+23,0.1274379432756216,-6.98697414766643e+23,0.138671875,12
12,-8.619281726297784e+23,0.1276595744680851,-8.82896227675469e+23,0.1416015625,13
13,-1.0673564799469833e+24,0.12754875889166872,-1.0698525820981124e+24,0.1416015625,14
14,-1.2528770439581717e+24,0.12754875889166872,-1.2203904134103644e+24,0.138671875,15
15,-1.419854164333834e+24,0.12810283677375062,-1.382421281668331e+24,0.1416015625,16
16,-1.599198150263051e+24,0.12754875889166872,-1.5470792867945722e+24,0.138671875,17
17,-1.7773766881955135e+24,0.12732712765957446,-1.7024360832708788e+24,0.138671875,18
18,-1.908056551474021e+24,0.12777039012376298,-1.7867966681287023e+24,0.1474609375,19
19,-1.9792697680917906e+24,0.12777039012376298,-1.8355455910383792e+24,0.14453125,20
20,-2.0326986651370735e+24,0.12777039012376298,-1.8843801892744457e+24,0.1474609375,21
21,-2.0872198227219982e+24,0.12799202127659576,-1.9353483667531148e+24,0.1474609375,22
22,-2.1391523971337628e+24,0.1276595744680851,-1.9844819140765614e+24,0.1416015625,23
23,-2.1934762410422388e+24,0.12754875889166872,-2.0276464420471284e+24,0.14453125,24
24,-2.2274545502557442e+24,0.12754875889166872,-2.0686009344972841e+24,0.14453125,25
25,-2.2896412807792295e+24,0.12777039012376298,-2.1120420163432343e+24,0.138671875,26
26,-2.3369751910366536e+24,0.1274379432756216,-2.159490203411581e+24,0.1416015625,27
27,-2.3801228337031714e+24,0.1276595744680851,-2.1963916686228904e+24,0.1416015625,28
28,-2.424271261811312e+24,0.12777039012376298,-2.2441136595606017e+24,0.1416015625,29
29,-2.476000382855309e+24,0.1276595744680851,-2.2871920020370133e+24,0.138671875,30
30,-2.5136227349114966e+24,0.1276595744680851,-2.3199848435404508e+24,0.1416015625,31
31,-2.5619972456017846e+24,0.12754875889166872,-2.3586964185724231e+24,0.14453125,32
32,-2.598831427467007e+24,0.1274379432756216,-2.4025073746426438e+24,0.14453125,33
33,-2.643547837358399e+24,0.12788120562091787,-2.4449469006071754e+24,0.1416015625,34
34,-2.69484602939439e+24,0.12732712765957446,-2.4803292925849155e+24,0.14453125,35
35,-2.718204443897418e+24,0.12777039012376298,-2.519033441649477e+24,0.138671875,36
36,-2.7695297199810884e+24,0.12754875889166872,-2.554780755188934e+24,0.138671875,37
37,-2.808043367982372e+24,0.12799202127659576,-2.5907367210035303e+24,0.1474609375,38
38,-2.8544595354283064e+24,0.1276595744680851,-2.628385661543304e+24,0.138671875,39
39,-2.8949475426751773e+24,0.1274379432756216,-2.665721143478562e+24,0.14453125,40
40,-2.940731995221393e+24,0.12754875889166872,-2.7079742305065834e+24,0.1474609375,41
41,-2.965741600844889e+24,0.1274379432756216,-2.7448682386216014e+24,0.138671875,42
42,-3.023708421143656e+24,0.12754875889166872,-2.7818338097273314e+24,0.138671875,43
43,-3.0582495485893007e+24,0.12788120562091787,-2.8227924990999943e+24,0.14453125,44
44,-3.0958308201307436e+24,0.1276595744680851,-2.8548121891366e+24,0.138671875,45
45,-3.1339485729497817e+24,0.1276595744680851,-2.88755204582645e+24,0.1416015625,46
46,-3.167273219096885e+24,0.12777039012376298,-2.9321848873555026e+24,0.1416015625,47
47,-3.2207186317427214e+24,0.12754875889166872,-2.9621010052375054e+24,0.1416015625,48
48,-3.2631170141661326e+24,0.1276595744680851,-3.001580033998234e+24,0.1416015625,49
49,-3.2869267870619205e+24,0.1276595744680851,-3.0413371289791305e+24,0.14453125,50
