,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Epoch
0,1.7988346535818918,0.2166666666892442,1.4738152901331583,0.34616815485060215,1
1,1.3010895196369716,0.41126893921331925,1.0573991263707478,0.5126488097012043,2
2,1.0810476086480276,0.49204545454545456,1.0032831296920777,0.5859375,3
3,1.0178832637923105,0.5431818181818182,0.9747904917399088,0.5727306554714838,4
4,1.0003056426729475,0.5647727272727273,1.0020458501180014,0.5167410721381506,5
5,0.9941074846131461,0.5768939392133192,0.9037796122233073,0.6424851194024086,6
6,0.9591048168454851,0.5947916667569767,0.9931499355634054,0.6277901778618494,7
7,0.960080446924482,0.5952651514248415,0.9464193356831868,0.6013764888048172,8
8,0.9138997552735465,0.6310606062412262,0.8435808108647664,0.6742931554714838,9
9,0.8742997834341867,0.6533143937587738,0.8068628090222677,0.7055431554714838,10
10,0.9093921316691808,0.6196022727272728,0.8696004446347555,0.682849702735742,11
11,0.8878276715959822,0.6429924244230444,0.7786139976183574,0.7068452388048172,12
12,0.8567327470779419,0.6566287877884778,0.7898189857800801,0.7025669639309248,13
13,0.8339892707552229,0.6736742426048625,0.7127731536229451,0.7260044639309248,14
14,0.8138109508241926,0.6849431818181818,0.7643354179064433,0.7120535721381506,15
15,0.7912180785451617,0.6894886363636363,0.7365932714144389,0.7211681554714838,16
16,0.7468416263035366,0.7215909090909091,0.6985528446038564,0.7291666666666666,17
17,0.7106505783626011,0.7257575755769556,0.6445916330019633,0.7606026778618494,18
18,0.7191825513158526,0.7213068181818182,0.6361043690045675,0.7598586305975914,19
19,0.6685993990216936,0.7469696971503171,0.592741272131602,0.7974330360690752,20
20,0.6898291189329965,0.7475378789684989,0.682545034567515,0.7540922611951828,21
21,0.6764679445539202,0.7440340909090909,0.6021746735572815,0.7738095248738924,22
22,0.6504967450414385,0.7485795454545454,0.5768690306345622,0.800037202735742,23
23,0.6329734860147749,0.7661931818181819,0.5892304819424947,0.7771577388048172,24
24,0.6242589011873517,0.7655303028496829,0.5687062428792318,0.7931547611951828,25
25,0.6517480805941991,0.7551136363636364,0.5497303552627564,0.793712797264258,26
26,0.6090763532434191,0.7703598483042283,0.60270210425059,0.7684151778618494,27
27,0.5963676625660488,0.7731060605157506,0.5465310211181641,0.7879464278618494,28
28,0.6015626103196825,0.7720643937587738,0.5702208590507507,0.7806919639309248,29
29,0.5879135875020708,0.769412878968499,0.5727607345581055,0.7806919639309248,30
30,0.5772156337329319,0.7803977272727273,0.5714821075598399,0.7857142860690752,31
31,0.5854880078520094,0.7832386363636363,0.5962545817693075,0.7699032748738924,32
32,0.594699856689998,0.7752840909090909,0.5509828023115794,0.7987351194024086,33
33,0.5825621915544782,0.7757575755769556,0.6298331600030264,0.7384672611951828,34
34,0.5879046756199428,0.7772727272727272,0.5551974433263143,0.7892485111951828,35
35,0.5618575839996338,0.7899621210315011,0.5216323208808898,0.8199404751261076,36
36,0.5894413004602704,0.778125,0.5650720703601837,0.7983630945285162,37
37,0.5761039652143206,0.7876893937587738,0.5314240566889445,0.809337797264258,38
38,0.5611297398975917,0.7952651516957716,0.5520695740381877,0.8097098221381506,39
39,0.5708587151254927,0.7838068181818182,0.5774885036945343,0.8134300584594408,40
40,0.5600176002979279,0.7886363636363637,0.603174948533376,0.7948288694024086,41
41,0.5647504755428859,0.7803030301224102,0.5568905317783356,0.7957589278618494,42
42,0.5439253463745117,0.7965909090909091,0.5318619860013326,0.7948288694024086,43
43,0.528758010659899,0.8055871210315011,0.49491323216756183,0.8123139888048172,44
44,0.5605760507583618,0.790340909090909,0.5522632963657379,0.7952008917927742,45
45,0.5364550743443626,0.796496211940592,0.5416641131242116,0.7970610111951828,46
46,0.5415499471596309,0.8,0.5243666013081868,0.8130580360690752,47
47,0.5521824751581464,0.791003788059408,0.5379046752452851,0.7905505945285162,48
48,0.5436452229704176,0.7940340909090909,0.5452386858463287,0.819568452735742,49
49,0.5377400741236551,0.8018939392133193,0.5409835116068522,0.8074776778618494,50
