,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Epoch
0,0.7078211950915201,0.6791666664860465,0.4727064757347107,0.8236607139309248,1
1,0.432739364692143,0.8374053028496828,0.4372247735261917,0.83984375,2
2,0.420159779718944,0.8500946971503172,0.4074041513999303,0.8472842251261076,3
3,0.4269646416051047,0.8478219698775898,0.4408236597379049,0.8482142860690752,4
4,0.40520884999207085,0.8565340909090909,0.39682939688364666,0.8489583333333334,5
5,0.3918969105992998,0.8567234846678647,0.38861730456352234,0.8577008917927742,6
6,0.38974091737610955,0.8669507573951375,0.37732911292711896,0.8759300584594408,7
7,0.3915229118296078,0.865909090909091,0.39798263120651245,0.8370535721381506,8
8,0.3925295409134456,0.8648674244230444,0.3749792791207631,0.8582589278618494,9
9,0.3849248290743147,0.8657196971503172,0.4005460387070974,0.8736979166666666,10
10,0.37763134806496756,0.8706439392133193,0.37785636456807453,0.862537202735742,11
11,0.37276423672267367,0.8760416664860465,0.3968974152406057,0.8534226194024086,12
12,0.3702975697176797,0.8770833335139535,0.3557487438519796,0.8690476194024086,13
13,0.3860961844580514,0.8644886363636364,0.3736824223995209,0.8616071417927742,14
14,0.3602538072381701,0.8784090909090909,0.35014061617851255,0.8811383917927742,15
15,0.3683794689178467,0.8703598483042283,0.41073369526863096,0.8736979166666666,16
16,0.36377100774220056,0.8737689392133192,0.37743009559313456,0.8621651778618494,17
17,0.34695136203084675,0.8831439392133192,0.36527938580513003,0.8591889888048172,18
18,0.3663211714199611,0.8698863636363636,0.36177039647102355,0.8755580360690752,19
19,0.3520488086768559,0.8743371210315011,0.35674867645899455,0.858630952735742,20
20,0.36369209902627125,0.872253788059408,0.351851327419281,0.890625,21
21,0.36490369876793455,0.8786931818181818,0.34563696189721427,0.8668154751261076,22
22,0.3482384937831334,0.8852272727272728,0.37594655831654866,0.8578869054714838,23
23,0.3575227301546505,0.8813446971503172,0.371722639242808,0.8591889888048172,24
24,0.35324267264774867,0.8785984846678647,0.37197987333933513,0.8604910721381506,25
25,0.3371315024239676,0.8876893937587738,0.3432589659293493,0.8785342251261076,26
26,0.334364303452628,0.886837121031501,0.31783248686790466,0.88671875,27
27,0.3389817455496107,0.8820075755769556,0.39626052554448443,0.8947172611951828,28
28,0.33343019070795604,0.884090909090909,0.3308431103626887,0.8785342251261076,29
29,0.3256471092786108,0.8880681818181818,0.3168517761230469,0.8833705360690752,30
30,0.3301333984647478,0.8821969698775899,0.36863354102770485,0.8755580360690752,31
31,0.32560218440634864,0.8894886363636364,0.4016162624359131,0.8772321417927742,32
32,0.3403214548315321,0.8943181818181818,0.36046952835718793,0.8850446417927742,33
33,0.3198389369079045,0.891003788059408,0.3046373149553935,0.8744419639309248,34
34,0.3169495118004935,0.8986742426048625,0.3084985450108846,0.874255952735742,35
35,0.30680383338247025,0.8973484846678648,0.40617226394017536,0.8764880945285162,36
36,0.31082165246350424,0.8994318181818182,0.3060416050752004,0.8882068445285162,37
37,0.30828960864884514,0.8959280301224102,0.2947579606374105,0.9006696417927742,38
38,0.2867240456853594,0.9036931818181818,0.269386646827062,0.9002976194024086,39
39,0.29106685171808516,0.897159090909091,0.29699043146769205,0.8956473221381506,40
40,0.28770082862036567,0.9045454545454545,0.29272881015141805,0.8833705360690752,41
41,0.2778832482951028,0.9105113636363636,0.3130156161785126,0.9068080360690752,42
42,0.28214111740248543,0.9070075755769557,0.29660831435521445,0.8954613084594408,43
43,0.2792435351269586,0.9052083335139535,0.252766965230306,0.9068080360690752,44
44,0.27219102590424676,0.9117424244230444,0.28252121273676556,0.9042038694024086,45
45,0.27342458125523156,0.9090909090909091,0.279714945991834,0.9045758917927742,46
46,0.26681814023426603,0.9157196971503171,0.2762052787939707,0.917224702735742,47
47,0.25664896280424937,0.9185606062412262,0.30419800233840943,0.9071800584594408,48
48,0.24838692849023,0.9235795454545455,0.270420762916406,0.9006696417927742,49
49,0.25561035098348345,0.9192234846678647,0.30343892057736715,0.9127604166666666,50
